UserId,MovieId,prediction,title,genres
943,320,5.7740784,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
943,962,5.159168,Ruby in Paradise (1993),Drama
943,1131,5.1278377,Safe (1995),Thriller
943,1134,5.078665,Get on the Bus (1996),Drama
943,127,5.0575466,"Godfather, The (1972)",Action|Crime|Drama
943,219,4.9753184,"Nightmare on Elm Street, A (1984)",Horror
943,963,4.92791,Some Folks Call It a Sling Blade (1993),Drama|Thriller
943,1664,4.924054,8 Heads in a Duffel Bag (1997),Comedy
943,641,4.9206114,Paths of Glory (1957),Drama|War
943,74,4.916291,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama
942,143,5.5092163,"Sound of Music, The (1965)",Musical
942,1169,5.2993755,Fresh (1994),Drama
942,485,5.2531924,My Fair Lady (1964),Musical|Romance
942,963,5.2490563,Some Folks Call It a Sling Blade (1993),Drama|Thriller
942,496,5.2480106,It's a Wonderful Life (1946),Drama
942,1084,5.1596265,Anne Frank Remembered (1995),Documentary
942,190,5.133857,Henry V (1989),Drama|War
942,502,5.133332,Bananas (1971),Comedy|War
942,140,5.127922,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
942,966,5.1230454,"Affair to Remember, An (1957)",Romance
941,793,5.970384,Crooklyn (1994),Comedy
941,1005,5.8738365,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",Drama
941,955,5.6295075,Before Sunrise (1995),Drama|Romance
941,958,5.535924,To Live (Huozhe) (1994),Drama
941,1114,5.4832845,Faithful (1996),Comedy
941,663,5.480363,Being There (1979),Comedy
941,64,5.467041,"Shawshank Redemption, The (1994)",Drama
941,1449,5.466712,Pather Panchali (1955),Drama
941,394,5.4304366,Radioland Murders (1994),Comedy|Mystery|Romance
941,543,5.4139156,"Misérables, Les (1995)",Drama|Musical
940,57,5.42594,Priest (1994),Drama
940,1169,4.8357353,Fresh (1994),Drama
940,1463,4.8085375,"Boys, Les (1997)",Comedy
940,1218,4.738384,Friday (1995),Comedy
940,236,4.681944,Citizen Ruth (1996),Comedy|Drama
940,611,4.6741896,Laura (1944),Crime|Film-Noir|Mystery
940,613,4.6492467,My Man Godfrey (1936),Comedy
940,394,4.56457,Radioland Murders (1994),Comedy|Mystery|Romance
940,251,4.539315,Shall We Dance? (1996),Comedy
940,813,4.496117,"Celluloid Closet, The (1995)",Documentary
939,963,5.9305897,Some Folks Call It a Sling Blade (1993),Drama|Thriller
939,64,5.8273077,"Shawshank Redemption, The (1994)",Drama
939,318,5.795599,Schindler's List (1993),Drama|War
939,394,5.7553077,Radioland Murders (1994),Comedy|Mystery|Romance
939,958,5.74866,To Live (Huozhe) (1994),Drama
939,316,5.7441664,As Good As It Gets (1997),Comedy|Drama
939,1131,5.7172318,Safe (1995),Thriller
939,313,5.7102404,Titanic (1997),Action|Drama|Romance
939,272,5.6963162,Good Will Hunting (1997),Drama
939,1005,5.617592,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",Drama
938,1240,5.7624464,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
938,1512,5.5796204,"World of Apu, The (Apur Sansar) (1959)",Drama
938,1022,5.5109386,"Fast, Cheap & Out of Control (1997)",Documentary
