userID,movieID,prediction,title,genres
943,195,4.871876239776611,"Terminator, The (1984)",Action|Sci-Fi|Thriller
943,405,4.845733642578125,Mission: Impossible (1996),Action|Adventure|Mystery
943,808,4.71619987487793,"Program, The (1993)",Action|Drama
943,1104,4.71401309967041,C'est arrivé près de chez vous (1992),Comedy|Crime|Drama
943,216,4.709321022033691,When Harry Met Sally... (1989),Comedy|Romance
943,1463,4.708758354187012,"Boys, Les (1997)",Comedy
943,1581,4.695718288421631,"Woman in Question, The (1950)",Mystery
943,1044,4.606188774108887,"Paper, The (1994)",Comedy|Drama
943,1638,4.5955681800842285,Normal Life (1996),Crime|Drama
943,1424,4.591639995574951,I Like It Like That (1994),Comedy|Drama|Romance
942,435,4.927488327026367,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
942,282,4.911276817321777,"Time to Kill, A (1996)",Drama
942,1388,4.910571098327637,Gabbeh (1996),Drama
942,197,4.789872169494629,"Graduate, The (1967)",Drama|Romance
942,607,4.783777713775635,Rebecca (1940),Romance|Thriller
942,479,4.753652095794678,Vertigo (1958),Mystery|Thriller
942,1417,4.733484745025635,"Turning, The (1992)",Drama
942,604,4.667279243469238,It Happened One Night (1934),Comedy
942,1488,4.651138782501221,Germinal (1993),Drama
942,1676,4.650689125061035,"War at Home, The (1996)",Drama
941,298,4.9946208000183105,Face/Off (1997),Action|Sci-Fi|Thriller
941,919,4.946992874145508,"City of Lost Children, The (1995)",Adventure|Sci-Fi
941,1233,4.898159980773926,Nénette et Boni (1996),Drama
941,1610,4.845270156860352,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
941,1429,4.81564474105835,Sliding Doors (1998),Drama|Romance
941,1576,4.802525043487549,"Hungarian Fairy Tale, A (1987)",Fantasy
941,455,4.779317855834961,Jackie Chan's First Strike (1996),Action
941,1521,4.767221927642822,Mr. Wonderful (1993),Comedy|Romance
941,1388,4.75807523727417,Gabbeh (1996),Drama
941,1625,4.756933212280273,Nightwatch (1997),Horror|Thriller
940,651,4.82230806350708,Glory (1989),Action|Drama|War
940,420,4.817678451538086,Alice in Wonderland (1951),Animation|Children's|Musical
940,1257,4.800378799438477,"Designated Mourner, The (1997)",Drama
940,1669,4.796796798706055,MURDER and murder (1996),Crime|Drama|Mystery
940,1417,4.794041633605957,"Turning, The (1992)",Drama
940,1321,4.79188871383667,Open Season (1996),Comedy
940,427,4.7858123779296875,To Kill a Mockingbird (1962),Drama
940,1442,4.754189968109131,"Scarlet Letter, The (1995)",Drama
940,1616,4.734194755554199,Desert Winds (1995),Drama
940,1644,4.717353820800781,Sudden Manhattan (1996),Comedy
939,756,4.978507041931152,Father of the Bride Part II (1995),Comedy
939,9,4.950007438659668,Dead Man Walking (1995),Drama
939,1576,4.8859333992004395,"Hungarian Fairy Tale, A (1987)",Fantasy
939,1080,4.880337238311768,Celestial Clockwork (1994),Comedy
939,285,4.804831027984619,Secrets & Lies (1996),Drama
939,1104,4.796133041381836,C'est arrivé près de chez vous (1992),Comedy|Crime|Drama
939,830,4.795195579528809,Power 98 (1995),Action|Mystery|Thriller
939,757,4.782632350921631,Across the Sea of Time (1995),Documentary
939,409,4.7769670486450195,Jack (1996),Comedy|Drama
939,283,4.754083633422852,Emma (1996),Drama|Romance
938,1610,4.997605323791504,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
938,1417,4.927387237548828,"Turning, The (1992)",Drama
938,596,4.9191389083862305,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical
938,1568,4.894587516784668,Vermont Is For Lovers (1992),Comedy|Romance
938,1500,4.892216205596924,Santa with Muscles (1996),Comedy
938,358,4.833779811859131,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
938,288,4.815907001495361,Scream (1996),Horror|Thriller
938,1189,4.800979137420654,Prefontaine (1997),Drama
938,1080,4.783243179321289,Celestial Clockwork (1994),Comedy
938,225,4.725768566131592,101 Dalmatians (1996),Children's|Comedy
937,515,4.993013858795166,"Boot, Das (1981)",Action|Drama|War
937,1610,4.894570827484131,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
937,1573,4.8646345138549805,Spirits of the Dead (Tre passi nel delirio) (1968),Horror
937,9,4.860005855560303,Dead Man Walking (1995),Drama
937,874,4.8244171142578125,Career Girls (1997),Drama
937,1301,4.808373928070068,Stripes (1981),Comedy
937,50,4.793292045593262,Star Wars (1977),Action|Adventure|Romance|Sci-Fi|War
937,116,4.751363277435303,Cold Comfort Farm (1995),Comedy
937,907,4.742930889129639,Vermin (1998),Comedy
937,1557,4.739880561828613,Yankee Zulu (1994),Comedy|Drama
936,1557,4.939456939697266,Yankee Zulu (1994),Comedy|Drama
936,1104,4.8895111083984375,C'est arrivé près de chez vous (1992),Comedy|Crime|Drama
936,1573,4.807861804962158,Spirits of the Dead (Tre passi nel delirio) (1968),Horror
936,1,4.775295734405518,Toy Story (1995),Animation|Children's|Comedy
